#comment	rdp_tax_and_bootstrap	taxonomic_affiliation	blast_subject	blast_perc_identity	blast_perc_query_coverage	blast_evalue	blast_aln_length	seed_id	observation_name	observation_sum	ERR7901770	ERR7901771	ERR7901772	ERR7901773	ERR7901774	ERR7901775	ERR7901776	ERR7901777	ERR7901778	ERR7901779
no data	Bacteria;(1.0);Actinobacteriota;(1.0);Actinobacteria;(1.0);Micrococcales;(1.0);Micrococcaceae;(1.0);Micrococcus;(0.99);Micrococcus luteus;(0.88);	Bacteria;Actinobacteriota;Actinobacteria;Multi-affiliation;Multi-affiliation;Multi-affiliation;Multi-affiliation	multi-subject	100.0	100.0	1.50e-130	253	ERR7901770.13272	Cluster_138	208	11	194	0	1	0	2	0	0	0	0
no data	Archaea;(1.0);Halobacterota;(1.0);Halobacteria;(1.0);Halobacterales;(1.0);Halomicrobiaceae;(0.53);Halosimplex;(0.34);unknown species;(0.34);	Archaea;Halobacterota;Halobacteria;Halobacterales;Halobacteriaceae;Halanaeroarchaeum;Multi-affiliation	multi-subject	multi-identity	100.0	4.26e-121	multi-alignment-lg	ERR7901774.9020	Cluster_139	677	0	0	0	1	42	90	178	14	144	208
no data	Archaea;(1.0);Halobacterota;(1.0);Halobacteria;(1.0);Halobacterales;(1.0);Halomicrobiaceae;(1.0);Haloarcula;(1.0);Haloarcula japonica;(0.92);	Archaea;Halobacterota;Halobacteria;Halobacterales;Halomicrobiaceae;Haloarcula;Multi-affiliation	multi-subject	98.819	100.0	4.23e-126	254	ERR7901776.847	Cluster_140	251	0	0	0	0	0	0	251	0	0	0
no data	Bacteria;(1.0);Bacteroidota;(1.0);Bacteroidia;(1.0);Flavobacteriales;(1.0);Weeksellaceae;(1.0);Elizabethkingia;(1.0);Elizabethkingia anophelis;(1.0);	Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Weeksellaceae;Elizabethkingia;Multi-affiliation	multi-subject	100.0	100.0	1.50e-130	253	ERR7901777.822	Cluster_141	276	0	0	0	0	0	0	0	275	0	1
no data	Archaea;(1.0);Halobacterota;(1.0);Halobacteria;(1.0);Halobacterales;(1.0);Halobacteriaceae;(0.99);Halanaeroarchaeum;(0.57);unknown species;(0.57);	Archaea;Halobacterota;Halobacteria;Halobacterales;Halobacteriaceae;Halodesulfurarchaeum;Multi-affiliation	multi-subject	98.031	100.0	9.15e-123	254	ERR7901774.76674	Cluster_142	384	0	0	0	0	3	12	162	11	66	130
no data	Bacteria;(1.0);Proteobacteria;(1.0);Alphaproteobacteria;(1.0);Caulobacterales;(1.0);Caulobacteraceae;(1.0);Phenylobacterium;(1.0);metagenome;(0.91);	Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Phenylobacterium;metagenome	FPLS01038872.15.1434	99.605	100.0	6.99e-129	253	ERR7901771.1178	Cluster_143	240	17	222	0	0	0	0	0	1	0	0
no data	Bacteria;(1.0);Proteobacteria;(1.0);Gammaproteobacteria;(1.0);Burkholderiales;(1.0);Oxalobacteraceae;(1.0);Janthinobacterium;(0.89);Janthinobacterium svalbardensis;(0.62);	Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Oxalobacteraceae;Multi-affiliation;Multi-affiliation	multi-subject	100.0	100.0	1.50e-130	253	ERR7901770.10914	Cluster_144	201	1	180	0	0	11	4	0	0	4	1
no data	Archaea;(1.0);Halobacterota;(1.0);Halobacteria;(1.0);Halobacterales;(1.0);unknown family;(0.36);unknown genus;(0.36);unknown species;(0.36);	Archaea;Halobacterota;Halobacteria;Halobacterales;Halomicrobiaceae;Halorhabdus;Halorhabdus sp.	JN196513.1.1379	98.031	100.0	9.15e-123	254	ERR7901774.24712	Cluster_145	287	0	0	0	0	11	29	80	2	72	93
no data	Bacteria;(1.0);Proteobacteria;(1.0);Alphaproteobacteria;(1.0);Rhizobiales;(1.0);Rhizobiaceae;(1.0);Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium;(0.98);metagenome;(0.64);	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Multi-affiliation;Multi-affiliation;Multi-affiliation	multi-subject	100.0	100.0	1.50e-130	253	ERR7901770.857	Cluster_146	200	161	35	0	1	0	3	0	0	0	0
no data	Bacteria;(1.0);Firmicutes;(1.0);Bacilli;(1.0);Lactobacillales;(1.0);Streptococcaceae;(1.0);Streptococcus;(1.0);Streptococcus oralis;(0.63);	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Multi-affiliation	multi-subject	100.0	100.0	5.38e-130	252	ERR7901771.16981	Cluster_147	246	0	41	0	2	5	3	0	195	0	0
no data	Bacteria;(1.0);Proteobacteria;(1.0);Alphaproteobacteria;(1.0);Rhizobiales;(1.0);Beijerinckiaceae;(1.0);Bosea;(1.0);Bosea sp.;(0.87);	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;Bosea;Multi-affiliation	multi-subject	100.0	100.0	1.50e-130	253	ERR7901775.7139	Cluster_148	161	0	0	2	0	0	1	2	0	2	154
no data	Bacteria;(1.0);Proteobacteria;(1.0);Alphaproteobacteria;(1.0);Sphingomonadales;(1.0);Sphingomonadaceae;(1.0);Sphingomonas;(0.93);unknown species;(0.37);	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;unknown species	HM323160.1.1308	100.0	100.0	1.50e-130	253	ERR7901770.1901	Cluster_149	184	184	0	0	0	0	0	0	0	0	0
no data	Bacteria;(1.0);Halanaerobiaeota;(1.0);Halanaerobiia;(1.0);Halanaerobiales;(1.0);Halanaerobiaceae;(1.0);Halanaerobium;(1.0);unknown species;(1.0);	Bacteria;Halanaerobiaeota;Halanaerobiia;Halanaerobiales;Halanaerobiaceae;Halanaerobium;unknown species	multi-subject	100.0	100.0	1.50e-130	253	ERR7901770.4418	Cluster_150	188	33	10	0	0	0	1	41	0	5	98
no data	Bacteria;(1.0);Proteobacteria;(1.0);Gammaproteobacteria;(1.0);Pseudomonadales;(1.0);Moraxellaceae;(1.0);Acinetobacter;(1.0);Acinetobacter wuhouensis;(0.86);	Bacteria;Multi-affiliation;Multi-affiliation;Multi-affiliation;Multi-affiliation;Multi-affiliation;Multi-affiliation	multi-subject	100.0	100.0	1.50e-130	253	ERR7901773.227	Cluster_151	169	0	0	0	169	0	0	0	0	0	0
no data	Bacteria;(1.0);Firmicutes;(1.0);Limnochordia;(1.0);MBA03;(1.0);unknown family;(1.0);unknown genus;(1.0);unknown species;(0.95);	Bacteria;Firmicutes;Limnochordia;MBA03;unknown family;unknown genus;Multi-affiliation	multi-subject	100.0	100.0	1.50e-130	253	ERR7901772.181	Cluster_152	225	0	0	225	0	0	0	0	0	0	0
no data	Bacteria;(1.0);Proteobacteria;(1.0);Alphaproteobacteria;(1.0);Caulobacterales;(1.0);Caulobacteraceae;(1.0);Caulobacter;(1.0);Caulobacter sp.;(0.87);	Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Multi-affiliation;Multi-affiliation	multi-subject	100.0	100.0	1.50e-130	253	ERR7901773.2395	Cluster_153	157	0	0	0	23	0	0	0	0	55	79
no data	Bacteria;(1.0);Verrucomicrobiota;(1.0);Omnitrophia;(1.0);Omnitrophales;(1.0);Omnitrophaceae;(1.0);Candidatus Omnitrophus;(1.0);Omnitrophica WOR_2 bacterium RIFCSPLOWO2_12_FULL_51_24;(0.79);	Bacteria;Verrucomicrobiota;Omnitrophia;Omnitrophales;Omnitrophaceae;Candidatus Omnitrophus;unknown species	KP636092.1.1502	97.233	100.0	7.09e-119	253	ERR7901776.703	Cluster_155	182	0	0	0	0	0	0	182	0	0	0
no data	Bacteria;(1.0);Proteobacteria;(1.0);Gammaproteobacteria;(1.0);Thiohalorhabdales;(1.0);Thiohalorhabdaceae;(1.0);Thiohalorhabdus;(1.0);unknown species;(1.0);	Bacteria;Proteobacteria;Gammaproteobacteria;Thiohalorhabdales;Thiohalorhabdaceae;Thiohalorhabdus;unknown species	KU196589.1.1476	100.0	100.0	1.50e-130	253	ERR7901770.23834	Cluster_156	255	2	0	0	0	42	30	51	12	93	25
no data	Archaea;(1.0);Halobacterota;(1.0);Halobacteria;(1.0);Halobacterales;(1.0);Halobacteriaceae;(0.99);Halodesulfurarchaeum;(0.93);unknown species;(0.93);	Archaea;Halobacterota;Halobacteria;Halobacterales;Multi-affiliation;Multi-affiliation;Multi-affiliation	multi-subject	98.031	100.0	9.15e-123	254	ERR7901774.15265	Cluster_158	177	0	0	0	0	7	8	76	3	35	48
no data	Bacteria;(1.0);Firmicutes;(1.0);Bacilli;(1.0);Bacillales;(1.0);Bacillaceae;(0.99);Bacillus;(0.99);Bacillus circulans;(0.99);	Bacteria;Firmicutes;Bacilli;Multi-affiliation;Multi-affiliation;Multi-affiliation;Multi-affiliation	multi-subject	100.0	100.0	1.50e-130	253	ERR7901773.11231	Cluster_159	234	0	1	0	2	0	0	0	204	0	27
no data	Bacteria;(1.0);Proteobacteria;(1.0);Gammaproteobacteria;(1.0);Burkholderiales;(1.0);Comamonadaceae;(1.0);Polaromonas;(0.79);Polaromonas sp.;(0.73);	Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Polaromonas;Multi-affiliation	multi-subject	100.0	100.0	1.50e-130	253	ERR7901773.1455	Cluster_160	147	0	0	0	147	0	0	0	0	0	0
no data	Bacteria;(1.0);WOR-1;(0.64);unknown class;(0.64);unknown order;(0.64);unknown family;(0.64);unknown genus;(0.64);unknown species;(0.55);	Bacteria;WOR-1;unknown class;unknown order;unknown family;unknown genus;unknown species	GU208353.1.1402	92.095	100.0	3.39e-97	253	ERR7901771.230	Cluster_161	160	0	160	0	0	0	0	0	0	0	0
no data	Archaea;(1.0);Halobacterota;(1.0);Halobacteria;(1.0);Halobacterales;(1.0);unknown family;(0.42);unknown genus;(0.42);unknown species;(0.42);	Archaea;Halobacterota;Halobacteria;Halobacterales;Halomicrobiaceae;Halorhabdus;Halorhabdus sp.	JN196513.1.1379	98.031	100.0	9.15e-123	254	ERR7901774.2958	Cluster_162	127	0	0	0	0	17	48	51	3	3	5
no data	Bacteria;(1.0);Armatimonadota;(1.0);Fimbriimonadia;(1.0);Fimbriimonadales;(1.0);Fimbriimonadaceae;(1.0);unknown genus;(1.0);unknown species;(0.86);	Bacteria;Armatimonadota;Fimbriimonadia;Fimbriimonadales;Fimbriimonadaceae;unknown genus;unknown species	DQ450814.1.1267	98.819	100.0	4.23e-126	254	ERR7901777.743	Cluster_163	189	0	0	0	0	0	0	0	189	0	0
no data	Bacteria;(1.0);Bacteroidota;(1.0);Bacteroidia;(1.0);Chitinophagales;(1.0);Chitinophagaceae;(1.0);Terrimonas;(0.98);unknown species;(0.61);	Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Multi-affiliation;Multi-affiliation	multi-subject	99.605	100.0	6.99e-129	253	ERR7901770.1336	Cluster_164	154	154	0	0	0	0	0	0	0	0	0
no data	Bacteria;(1.0);Myxococcota;(1.0);Polyangia;(1.0);Polyangiales;(1.0);Sandaracinaceae;(1.0);unknown genus;(1.0);unknown species;(0.71);	Bacteria;Myxococcota;Polyangia;Polyangiales;Sandaracinaceae;unknown genus;unknown species	EU134473.1.1389	100.0	100.0	1.50e-130	253	ERR7901770.135	Cluster_165	187	187	0	0	0	0	0	0	0	0	0
no data	Bacteria;(1.0);Actinobacteriota;(1.0);Thermoleophilia;(1.0);Solirubrobacterales;(1.0);Solirubrobacteraceae;(1.0);Conexibacter;(1.0);Solirubrobacterales bacterium;(0.94);	Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae;Conexibacter;Multi-affiliation	multi-subject	99.209	100.0	3.25e-127	253	ERR7901770.744	Cluster_166	145	145	0	0	0	0	0	0	0	0	0
no data	Bacteria;(1.0);Bacteroidota;(1.0);Bacteroidia;(1.0);Flavobacteriales;(1.0);Weeksellaceae;(1.0);unknown genus;(0.52);unknown species;(0.51);	Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Weeksellaceae;Chryseobacterium;Multi-affiliation	multi-subject	100.0	100.0	1.50e-130	253	ERR7901777.61	Cluster_167	213	0	0	0	0	0	0	0	213	0	0
no data	Bacteria;(1.0);Bacteroidota;(1.0);Bacteroidia;(1.0);Chitinophagales;(1.0);Chitinophagaceae;(1.0);Edaphobaculum;(1.0);unknown species;(1.0);	Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Edaphobaculum;unknown species	JF236204.1.1353	100.0	100.0	1.50e-130	253	ERR7901770.145	Cluster_168	176	176	0	0	0	0	0	0	0	0	0
no data	Bacteria;(1.0);Bacteroidota;(1.0);Bacteroidia;(1.0);Sphingobacteriales;(1.0);Sphingobacteriaceae;(1.0);Pedobacter;(1.0);Flavobacterium sp.;(0.99);	Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;Sphingobacteriaceae;Pedobacter;Multi-affiliation	multi-subject	99.605	100.0	6.99e-129	253	ERR7901770.2320	Cluster_169	145	145	0	0	0	0	0	0	0	0	0
no data	Bacteria;(1.0);Desulfobacterota;(0.99);Desulfovibrionia;(0.96);Desulfovibrionales;(0.96);Desulfohalobiaceae;(0.86);Desulfovermiculus;(0.86);unknown species;(0.79);	Bacteria;Desulfobacterota;Desulfovibrionia;Desulfovibrionales;Desulfohalobiaceae;Desulfovermiculus;unknown species	HE604809.1.1432	97.233	100.0	7.09e-119	253	ERR7901774.466	Cluster_170	159	0	0	0	0	85	64	0	0	10	0
no data	Bacteria;(1.0);Proteobacteria;(0.83);Gammaproteobacteria;(0.81);Diplorickettsiales;(0.42);Diplorickettsiaceae;(0.42);unknown genus;(0.35);unknown species;(0.22);	Bacteria;Proteobacteria;Gammaproteobacteria;Diplorickettsiales;Diplorickettsiaceae;unknown genus;unknown species	HQ827929.1.1476	89.147	100.0	7.45e-84	258	ERR7901779.1815	Cluster_171	128	0	0	0	0	0	0	0	0	0	128
no data	Bacteria;(1.0);Proteobacteria;(1.0);Alphaproteobacteria;(1.0);Rhizobiales;(1.0);Rhizobiaceae;(1.0);Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium;(0.99);Rhizobium tibeticum;(0.4);	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium;Multi-affiliation	multi-subject	100.0	100.0	1.50e-130	253	ERR7901770.4226	Cluster_172	134	134	0	0	0	0	0	0	0	0	0
no data	Bacteria;(1.0);Actinobacteriota;(1.0);Actinobacteria;(1.0);Micrococcales;(1.0);Microbacteriaceae;(0.98);Chryseoglobus;(0.37);unknown species;(0.37);	Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Microbacteriaceae;Rudaibacter;Rudaibacter terrae	JQ639054.1.1466	100.0	100.0	1.50e-130	253	ERR7901770.562	Cluster_173	207	197	0	0	10	0	0	0	0	0	0
no data	Bacteria;(1.0);Bacteroidota;(1.0);Rhodothermia;(1.0);Balneolales;(1.0);Balneolaceae;(1.0);Aliifodinibius;(0.94);unknown species;(0.94);	Bacteria;Bacteroidota;Rhodothermia;Balneolales;Balneolaceae;unknown genus;Multi-affiliation	multi-subject	99.209	100.0	3.25e-127	253	ERR7901774.2436	Cluster_174	140	0	1	0	1	4	7	0	0	19	108
no data	Bacteria;(1.0);Bacteroidota;(1.0);Rhodothermia;(1.0);Balneolales;(1.0);Balneolaceae;(1.0);Aliifodinibius;(0.9);unknown species;(0.9);	Bacteria;Bacteroidota;Rhodothermia;Balneolales;Balneolaceae;unknown genus;Multi-affiliation	multi-subject	98.419	100.0	7.04e-124	253	ERR7901774.1127	Cluster_175	146	0	0	0	0	72	74	0	0	0	0
no data	Archaea;(1.0);Halobacterota;(1.0);Halobacteria;(1.0);Halobacterales;(1.0);Halomicrobiaceae;(1.0);Halapricum;(1.0);unknown species;(1.0);	Archaea;Halobacterota;Halobacteria;Halobacterales;Halomicrobiaceae;Halapricum;unknown species	multi-subject	98.425	100.0	1.97e-124	254	ERR7901774.272	Cluster_177	150	0	0	0	0	12	14	0	0	76	48
no data	Bacteria;(1.0);Proteobacteria;(1.0);Gammaproteobacteria;(1.0);Xanthomonadales;(1.0);Xanthomonadaceae;(1.0);Luteimonas;(0.77);Lysobacter sp.;(0.45);	Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Lysobacter;Multi-affiliation	multi-subject	100.0	100.0	1.50e-130	253	ERR7901779.1742	Cluster_179	138	0	0	0	1	0	0	0	0	0	137
no data	Bacteria;(1.0);Proteobacteria;(1.0);Alphaproteobacteria;(1.0);Rhizobiales;(1.0);Rhizobiaceae;(1.0);Aureimonas;(1.0);unknown species;(0.45);	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Aureimonas;Multi-affiliation	multi-subject	100.0	100.0	1.50e-130	253	ERR7901770.708	Cluster_180	143	143	0	0	0	0	0	0	0	0	0
no data	Archaea;(1.0);Halobacterota;(1.0);Halobacteria;(1.0);Halobacterales;(1.0);Halomicrobiaceae;(0.97);Halorhabdus;(0.96);Halorhabdus tiamatea;(0.56);	Archaea;Halobacterota;Halobacteria;Halobacterales;Halomicrobiaceae;Halorhabdus;Halorhabdus sp.	JN196513.1.1379	98.425	100.0	1.97e-124	254	ERR7901776.1140	Cluster_181	145	0	0	0	0	0	0	145	0	0	0
no data	Bacteria;(1.0);Actinobacteriota;(1.0);Actinobacteria;(1.0);Micrococcales;(1.0);Microbacteriaceae;(1.0);Clavibacter;(0.95);Clavibacter michiganensis;(0.95);	Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Microbacteriaceae;Multi-affiliation;Multi-affiliation	multi-subject	100.0	100.0	1.50e-130	253	ERR7901770.569	Cluster_182	137	137	0	0	0	0	0	0	0	0	0
no data	Bacteria;(1.0);Firmicutes;(1.0);Bacilli;(1.0);Bacillales;(1.0);Bacillaceae;(1.0);Bacillus;(1.0);Bacillus coagulans;(1.0);	Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Multi-affiliation	multi-subject	100.0	100.0	1.50e-130	253	ERR7901771.3344	Cluster_184	247	0	62	0	0	0	0	0	0	185	0
no data	Bacteria;(1.0);Proteobacteria;(1.0);Alphaproteobacteria;(1.0);Sphingomonadales;(1.0);Sphingomonadaceae;(1.0);Sphingopyxis;(1.0);Sphingopyxis sp.;(0.9);	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingopyxis;Multi-affiliation	multi-subject	100.0	100.0	1.50e-130	253	ERR7901773.41274	Cluster_185	151	0	0	0	14	0	1	0	0	0	136
no data	Bacteria;(1.0);Proteobacteria;(1.0);Alphaproteobacteria;(1.0);Rhizobiales;(0.96);D05-2;(0.81);unknown genus;(0.81);alpha proteobacterium 1153-i2a;(0.72);	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;D05-2;unknown genus;alpha proteobacterium 1153-i2a	KF768980.1.1380	98.024	100.0	3.28e-122	253	ERR7901777.306	Cluster_186	147	0	0	0	0	0	0	0	147	0	0
no data	Bacteria;(1.0);Proteobacteria;(1.0);Gammaproteobacteria;(1.0);Burkholderiales;(0.94);Rhodocyclaceae;(0.74);Dechloromonas;(0.08);Dechloromonas hortensis;(0.04);	Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Rhodocyclaceae;Z-35;unknown species	multi-subject	95.652	100.0	3.32e-112	253	ERR7901772.24639	Cluster_188	156	0	0	1	155	0	0	0	0	0	0
no data	Bacteria;(1.0);Proteobacteria;(1.0);Gammaproteobacteria;(1.0);Halothiobacillales;(1.0);Thioalkalibacteraceae;(1.0);Guyparkeria;(1.0);Halothiobacillus sp.;(0.45);	Bacteria;Proteobacteria;Gammaproteobacteria;Halothiobacillales;Thioalkalibacteraceae;Guyparkeria;Multi-affiliation	multi-subject	100.0	100.0	1.50e-130	253	ERR7901774.2645	Cluster_189	133	26	0	0	0	43	64	0	0	0	0
no data	Bacteria;(1.0);Desulfobacterota;(1.0);Desulfovibrionia;(1.0);Desulfovibrionales;(1.0);Desulfohalobiaceae;(1.0);Desulfovermiculus;(1.0);bacterium YC-ZSS-LKJ9;(0.96);	Bacteria;Desulfobacterota;Desulfovibrionia;Desulfovibrionales;Desulfohalobiaceae;Desulfovermiculus;unknown species	HQ425221.1.1507	100.0	100.0	1.50e-130	253	ERR7901779.2344	Cluster_190	101	0	0	0	0	0	0	0	0	0	101
no data	Bacteria;(1.0);Cyanobacteria;(1.0);Cyanobacteriia;(1.0);Chloroplast;(1.0);unknown family;(1.0);unknown genus;(1.0);Actinidia chinensis;(0.49);	Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;unknown family;unknown genus;Actinidia chinensis	multi-subject	100.0	100.0	1.50e-130	253	ERR7901771.4373	Cluster_192	140	0	140	0	0	0	0	0	0	0	0
no data	Bacteria;(1.0);Firmicutes;(0.97);Clostridia;(0.96);Christensenellales;(0.96);Christensenellaceae;(0.96);Christensenellaceae R-7 group;(0.96);unknown species;(0.42);	Bacteria;Firmicutes;Clostridia;Christensenellales;Christensenellaceae;Christensenellaceae R-7 group;unknown species	KC333942.1.1480	99.605	100.0	6.99e-129	253	ERR7901772.322	Cluster_193	189	0	0	189	0	0	0	0	0	0	0
no data	Bacteria;(1.0);Proteobacteria;(1.0);Gammaproteobacteria;(1.0);Pseudomonadales;(1.0);Pseudomonadaceae;(1.0);Pseudomonas;(0.99);Pseudomonas putida B6-2;(0.25);	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Multi-affiliation	multi-subject	99.209	100.0	3.25e-127	253	ERR7901777.64	Cluster_195	131	0	1	0	0	0	0	0	130	0	0
no data	Bacteria;(1.0);Bdellovibrionota;(1.0);Bdellovibrionia;(1.0);Bdellovibrionales;(1.0);Bdellovibrionaceae;(1.0);Bdellovibrio;(1.0);Bdellovibrio sp.;(0.99);	Bacteria;Bdellovibrionota;Bdellovibrionia;Bdellovibrionales;Bdellovibrionaceae;Bdellovibrio;unknown species	HF912306.1.1436	100.0	100.0	1.50e-130	253	ERR7901777.730	Cluster_196	151	0	0	0	0	0	0	0	151	0	0
no data	Bacteria;(1.0);Actinobacteriota;(1.0);Actinobacteria;(1.0);Propionibacteriales;(1.0);Nocardioidaceae;(1.0);Nocardioides;(1.0);Nocardioides plantarum;(0.96);	Bacteria;Actinobacteriota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Nocardioides;Multi-affiliation	multi-subject	99.605	100.0	6.99e-129	253	ERR7901770.4642	Cluster_197	264	264	0	0	0	0	0	0	0	0	0
no data	Bacteria;(1.0);Proteobacteria;(1.0);Gammaproteobacteria;(1.0);Burkholderiales;(1.0);Comamonadaceae;(1.0);Caenimonas;(0.21);unknown species;(0.19);	Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Multi-affiliation;Multi-affiliation	multi-subject	100.0	100.0	1.50e-130	253	ERR7901773.532	Cluster_198	123	0	0	0	21	0	0	0	0	0	102
no data	Bacteria;(1.0);Proteobacteria;(1.0);Gammaproteobacteria;(1.0);Thiotrichales;(1.0);Thiotrichaceae;(1.0);Thiothrix;(1.0);Thiothrix unzii;(0.85);	Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Thiotrichaceae;Thiothrix;Multi-affiliation	multi-subject	100.0	100.0	1.50e-130	253	ERR7901778.685	Cluster_201	151	0	0	0	0	0	0	0	0	100	51
no data	Bacteria;(1.0);Proteobacteria;(1.0);Gammaproteobacteria;(1.0);Burkholderiales;(1.0);Comamonadaceae;(1.0);unknown genus;(0.71);Acidovorax sp.;(0.7);	Bacteria;Proteobacteria;Gammaproteobacteria;Multi-affiliation;Multi-affiliation;Multi-affiliation;Multi-affiliation	multi-subject	100.0	100.0	1.50e-130	253	ERR7901777.824	Cluster_203	131	0	0	0	0	0	1	0	130	0	0
no data	Bacteria;(1.0);Proteobacteria;(1.0);Gammaproteobacteria;(1.0);Enterobacterales;(1.0);Yersiniaceae;(0.99);Serratia;(0.74);Serratia fonticola;(0.74);	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Multi-affiliation;Multi-affiliation;Multi-affiliation	multi-subject	100.0	100.0	1.50e-130	253	ERR7901770.13755	Cluster_204	171	14	0	0	0	6	6	0	0	102	43
no data	Bacteria;(1.0);Actinobacteriota;(1.0);Actinobacteria;(1.0);Frankiales;(1.0);Nakamurellaceae;(1.0);Nakamurella;(1.0);Nakamurella sp.;(1.0);	Bacteria;Actinobacteriota;Actinobacteria;Frankiales;Nakamurellaceae;Nakamurella;Nakamurella sp.	FR682693.1.1468	100.0	100.0	1.50e-130	253	ERR7901770.2579	Cluster_205	135	135	0	0	0	0	0	0	0	0	0
no data	Bacteria;(1.0);Proteobacteria;(1.0);Alphaproteobacteria;(1.0);Sphingomonadales;(1.0);Sphingomonadaceae;(1.0);Sphingomonas;(0.68);Sphingomonas sp.;(0.26);	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;unknown species	JF176821.1.1306	100.0	100.0	1.50e-130	253	ERR7901770.576	Cluster_206	113	113	0	0	0	0	0	0	0	0	0
no data	Bacteria;(1.0);Proteobacteria;(1.0);Gammaproteobacteria;(1.0);Burkholderiales;(1.0);Hydrogenophilaceae;(1.0);Thiobacillus;(1.0);unknown species;(1.0);	Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Hydrogenophilaceae;Thiobacillus;unknown species	multi-subject	100.0	100.0	1.50e-130	253	ERR7901772.800	Cluster_207	111	0	0	4	9	0	89	0	0	2	7
no data	Bacteria;(1.0);Firmicutes;(1.0);Thermovenabulia;(1.0);Thermovenabulales;(1.0);unknown family;(1.0);unknown genus;(1.0);unknown species;(1.0);	Bacteria;Firmicutes;Thermovenabulia;Thermovenabulales;unknown family;unknown genus;unknown species	JX240660.1.1508	96.443	100.0	1.54e-115	253	ERR7901778.5418	Cluster_208	135	0	0	0	0	0	0	0	0	92	43
no data	Bacteria;(1.0);Proteobacteria;(1.0);Alphaproteobacteria;(1.0);Sphingomonadales;(1.0);Sphingomonadaceae;(1.0);Sphingomonas;(0.98);Sphingomonas aquatilis;(0.68);	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Multi-affiliation;Multi-affiliation	multi-subject	100.0	100.0	1.50e-130	253	ERR7901770.19096	Cluster_209	270	174	0	0	1	3	0	0	0	23	69
no data	Bacteria;(1.0);Firmicutes;(1.0);Clostridia;(1.0);Peptostreptococcales-Tissierellales;(1.0);Sedimentibacteraceae;(0.99);Sedimentibacter;(0.99);unknown species;(0.99);	Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Sedimentibacteraceae;Sedimentibacter;unknown species	multi-subject	99.206	100.0	1.17e-126	252	ERR7901772.553	Cluster_210	97	0	0	97	0	0	0	0	0	0	0
no data	Bacteria;(1.0);Verrucomicrobiota;(0.9);Omnitrophia;(0.9);Omnitrophales;(0.9);Omnitrophaceae;(0.9);Candidatus Omnitrophus;(0.9);unknown species;(0.85);	Bacteria;Verrucomicrobiota;Omnitrophia;Omnitrophales;Omnitrophaceae;Candidatus Omnitrophus;unknown species	EU386072.1.1480	90.909	100.0	3.42e-92	253	ERR7901778.8797	Cluster_212	94	0	0	0	1	0	0	0	0	39	54
